20220421213829,60.0
20220421213831,60.0
20220421213833,60.0
20220421213843,60.0
20220421213846,60.0
20220421213848,60.0
20220421213851,60.0
20220421213853,60.0
20220421213855,60.0
20220421213909,60.0
20220421213911,60.0
20220421213914,60.0
20220421213916,60.0
20220421213919,60.0
20220421213922,60.0
20220421214027,60.0
20220421214028,60.0
20220421214030,60.0
20220421214031,60.0
20220423011357,57.74
20220423012522,57.53
20220423012557,57.53
20220424012927,57.14
20220424012936,57.14
20220424012939,57.14
20220424012946,57.14
20220424012953,57.14
20220424015723,57.14
20220424023946,57.14
