20220421213829,169.0
20220421213831,169.7966
20220421213833,169.7966
20220421213843,169.7966
20220421213846,169.7966
20220421213848,169.7966
20220421213851,169.7966
20220421213853,169.7966
20220421213855,169.7966
20220421213909,169.7966
20220421213911,169.7966
20220421213914,169.7966
20220421213916,169.7966
20220421213919,169.7966
20220421213922,169.7966
20220421214027,169.4647
20220421214028,169.4647
20220421214030,169.4647
20220421214031,169.4647
20220423011357,164.0
20220423012522,164.0
20220423012557,164.0
20220424012927,162.9
20220424012936,162.9
20220424012939,162.9
20220424012946,162.9
20220424012953,162.9
20220424015723,163.0
20220424023946,163.0
