20220421213829,1536.34
20220421213831,1536.34
20220421213833,1536.34
20220421213843,1536.34
20220421213846,1536.34
20220421213848,1536.34
20220421213851,1536.34
20220421213853,1536.34
20220421213855,1536.34
20220421213908,1536.34
20220421213911,1536.34
20220421213914,1536.34
20220421213916,1536.34
20220421213919,1536.34
20220421213922,1536.34
20220421214027,1536.34
20220421214028,1536.34
20220421214030,1536.34
20220421214031,1536.34
20220423011357,1465.17
20220423012522,1465.17
20220423012557,1465.17
20220424012927,1514.15
20220424012936,1514.15
20220424012939,1514.15
20220424012945,1514.15
20220424012952,1514.15
20220424015723,1512.92
