20220421213829,246260.3
20220421213831,246260.3
20220421213833,246260.3
20220421213843,246260.3
20220421213845,246260.3
20220421213848,246260.3
20220421213850,246260.3
20220421213853,246260.3
20220421213855,246260.3
20220421213908,246260.3
20220421213911,246260.3
20220421213913,246260.3
20220421213916,246260.3
20220421213919,246260.0
20220421213922,246260.0
20220421214027,246000.1
20220421214028,246000.1
20220421214030,246000.1
20220421214031,246000.1
20220423011357,238000.0
20220423012522,236988.6
20220423012557,236988.6
20220424012927,236726.2
20220424012936,236726.2
20220424012939,236726.2
20220424012945,236726.2
20220424012952,236726.2
20220424015723,236756.7
20220424023946,236755.4
