20220421213829,761.49
20220421213831,761.49
20220421213833,761.49
20220421213843,761.49
20220421213845,761.49
20220421213848,761.49
20220421213850,761.49
20220421213853,761.49
20220421213855,761.49
20220421213908,761.49
20220421213911,761.49
20220421213913,761.49
20220421213916,761.49
20220421213919,761.49
20220421213922,761.49
20220421214027,748.59
20220421214028,748.59
20220421214030,748.59
20220421214031,748.59
20220423011357,718.34
20220423012522,718.34
20220423012557,718.34
20220424012927,727.63
20220424012936,727.63
20220424012939,727.63
20220424012945,727.63
20220424012952,727.63
20220424015723,727.63
20220424023946,720.01
