20220421213829,7784.89
20220421213831,7784.89
20220421213833,7784.89
20220421213843,7784.89
20220421213846,7784.89
20220421213848,7784.89
20220421213851,7784.89
20220421213853,7784.89
20220421213855,7784.89
20220421213909,7784.89
20220421213911,7784.89
20220421213914,7784.89
20220421213916,7784.89
20220421213919,7784.89
20220421213922,7784.89
20220421214027,7750.44
20220421214028,7750.44
20220421214030,7750.44
20220421214031,7750.44
20220423011357,7593.0
20220423012522,7593.0
20220423012557,7593.0
20220424012927,7317.08
20220424012936,7317.08
20220424012939,7317.08
20220424012946,7317.08
20220424012953,7317.08
20220424015723,7309.69
20220424023946,7274.7
