20220421213829,3339948.0
20220421213831,3334306.0
20220421213833,3334306.0
20220421213842,3338894.0
20220421213845,3338894.0
20220421213848,3338894.0
20220421213850,3333043.0
20220421213853,3333043.0
20220421213855,3333043.0
20220421213908,3333043.0
20220421213911,3333043.0
20220421213913,3333043.0
20220421213916,3333043.0
20220421213919,3333043.0
20220421213922,3333043.0
20220421214027,3333198.0
20220421214028,3333198.0
20220421214030,3333198.0
20220421214031,3333198.0
20220423011357,3174398.0
20220423012522,3169999.0
20220423012557,3169999.0
20220424012927,999999.0
20220424012936,3178783.0
20220424012939,3178783.0
20220424012945,4778783.0
20220424012952,3178783.0
20220424015723,3186529.0
20220424023946,178771.0
