20220421213829,1119.23
20220421213831,1119.23
20220421213833,1119.23
20220421213843,1119.23
20220421213845,1119.23
20220421213848,1119.23
20220421213850,1119.23
20220421213853,1119.23
20220421213855,1119.23
20220421213908,1119.23
20220421213911,1119.23
20220421213913,1119.23
20220421213916,1119.23
20220421213919,1119.23
20220421213922,1119.23
20220421214027,1119.23
20220421214028,1119.23
20220421214030,1119.23
20220421214031,1119.23
20220423011357,1107.32
20220423012522,1107.32
20220423012557,1107.32
20220424012927,1072.03
20220424012936,1072.03
20220424012939,1072.03
20220424012945,1072.03
20220424012952,1072.03
20220424015723,1072.52
20220424023946,1072.52
